Timestamp,Safety FirstLevel,Check your branchesLevel,Check your classesLevel,Line-by-lineLevel,Check your methodsLevel,Bug FinderLevel,Class Reviewer - BranchesLevel,Class Reviewer - LinesLevel,Class Reviewer - MethodsLevel,Double checkLevel,Shine in new splendourLevel,The Method ExtractorLevel,The Method InlinerLevel,The EponymLevel,Test FixerLevel,Gotta Catch ’Em AllLevel,The TesterLevel,The Tester - AdvancedLevel,Assert and TestedLevel,Safety FirstProgress,Check your branchesProgress,Check your classesProgress,Line-by-lineProgress,Check your methodsProgress,Bug FinderProgress,Class Reviewer - BranchesProgress,Class Reviewer - LinesProgress,Class Reviewer - MethodsProgress,Double checkProgress,Shine in new splendourProgress,The Method ExtractorProgress,The Method InlinerProgress,The EponymProgress,Test FixerProgress,Gotta Catch ’Em AllProgress,The TesterProgress,The Tester - AdvancedProgress,Assert and TestedProgress
2025-09-30 09:57:13.426,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,32,19,0,1,3,0,7,146,0,79
2025-09-30 09:57:13.488,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,32,19,0,1,3,0,7,147,0,79
2025-09-30 10:00:06.492,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,32,19,0,1,3,0,7,148,0,79
2025-09-30 10:00:13.888,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,32,19,0,1,3,0,7,148,0,80
2025-09-30 10:00:14.403,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,32,19,0,1,3,0,7,149,0,80
2025-09-30 10:00:44.409,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,149,0,80
2025-09-30 10:00:46.559,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,150,0,80
2025-09-30 10:01:21.612,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,150,0,81
2025-09-30 10:01:22.131,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,151,0,81
2025-09-30 10:01:35.523,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,152,0,81
2025-09-30 10:01:39.549,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,153,0,81
2025-09-30 10:01:50.692,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,154,0,81
2025-09-30 10:02:08.12,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,154,0,82
2025-09-30 10:02:08.643,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,155,0,82
2025-09-30 10:02:11.358,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,155,0,83
2025-09-30 10:02:11.901,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,156,0,83
2025-09-30 10:02:45.801,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,157,0,83
2025-09-30 10:03:40.447,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,157,0,84
2025-09-30 10:03:40.797,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,33,19,0,1,3,0,7,158,0,84
2025-09-30 10:04:19.729,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,19,0,1,3,0,7,158,0,84
2025-09-30 10:05:12.468,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,19,0,1,3,0,7,158,0,85
2025-09-30 10:05:12.476,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,19,0,1,3,0,7,158,0,86
2025-09-30 10:05:12.484,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,19,0,1,3,0,7,158,0,87
2025-09-30 10:05:13.01,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,19,0,1,3,0,7,159,0,87
2025-09-30 10:07:47.902,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,20,0,1,3,0,7,159,0,87
2025-09-30 10:07:49.446,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,20,0,1,3,0,7,159,0,88
2025-09-30 10:07:49.466,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,20,0,1,3,0,7,159,0,89
2025-09-30 10:07:49.991,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,20,0,1,3,0,7,160,0,89
2025-09-30 10:09:10.16,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,21,0,1,3,0,7,160,0,89
2025-09-30 10:11:37.696,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,22,0,1,3,0,7,160,0,89
2025-09-30 10:11:39.403,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,22,0,1,3,0,7,160,0,90
2025-09-30 10:11:39.423,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,22,0,1,3,0,7,160,0,91
2025-09-30 10:11:39.943,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,22,0,1,3,0,7,161,0,91
2025-09-30 10:11:48.847,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,23,0,1,3,0,7,161,0,91
2025-09-30 10:11:50.431,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,23,0,1,3,0,7,161,0,92
2025-09-30 10:11:50.439,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,23,0,1,3,0,7,161,0,93
2025-09-30 10:11:50.446,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,23,0,1,3,0,7,161,0,94
2025-09-30 10:11:50.962,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,34,23,0,1,3,0,7,162,0,94
2025-09-30 10:26:24.437,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,20,19,19,116,44,0,1,2,2,37,23,0,1,3,0,7,162,0,94
2025-09-30 10:26:24.444,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,23,19,19,116,44,0,1,2,2,37,23,0,1,3,0,7,162,0,94
2025-09-30 10:26:24.476,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,23,19,19,116,44,0,1,2,2,40,23,0,1,3,0,7,162,0,94
2025-09-30 10:26:24.505,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,4,0,2,23,19,19,116,44,0,1,2,2,44,23,0,1,3,0,7,162,0,94
